title,url,source_date,source,year,query
Top Canadian and international stories of 2017,https://infotel.ca/newsitem/top-stories-of-2017/it49062,20180101T204500Z,infotel.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://northeastnow.com/article/509399/top-stories-2017,20180101T160000Z,northeastnow.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",https://www.dailytelegraph.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=4a00e8a252e3ce7d617a91350949584b-1514806330,20180101T114500Z,dailytelegraph.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",https://www.dailytelegraph.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=422651a724a74dc89b2e035becfaf549-1514802784,20180101T104500Z,dailytelegraph.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",https://www.dailytelegraph.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=2b94d89c5ac88d20dc282c2a6616bb2f-1514799096,20180101T094500Z,dailytelegraph.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",https://www.dailytelegraph.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=c26ac3867fbf49bd9f47aae309d6f7e8-1514798237,20180101T093000Z,dailytelegraph.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",https://www.dailytelegraph.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=94d612a1e3a107b80f5a6eaf8268c580-1514796386,20180101T090000Z,dailytelegraph.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
A look back at the year that was . News rewind of 2017,https://saultonline.com/2017/12/a-look-back-at-the-year-that-was-news-rewind-of-2017/,20180101T061500Z,saultonline.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.frasercoastchronicle.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T054500Z,frasercoastchronicle.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.dailymercury.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T053000Z,dailymercury.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.gympietimes.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T053000Z,gympietimes.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.qt.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T053000Z,qt.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.noosanews.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T053000Z,noosanews.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.whitsundaytimes.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T051500Z,whitsundaytimes.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.centraltelegraph.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T051500Z,centraltelegraph.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.news-mail.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T050000Z,news-mail.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.themorningbulletin.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T050000Z,themorningbulletin.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.dailyexaminer.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T050000Z,dailyexaminer.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.thechronicle.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T041500Z,thechronicle.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.ballinaadvocate.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T040000Z,ballinaadvocate.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.ipswichadvertiser.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T040000Z,ipswichadvertiser.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.coolum-news.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T034500Z,coolum-news.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.gladstoneobserver.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T034500Z,gladstoneobserver.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.gattonstar.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T034500Z,gattonstar.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.coffscoastadvocate.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T031500Z,coffscoastadvocate.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.heraldsun.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=e15e47f25308b5e2d842fac095148f27-1514775734,20180101T031500Z,heraldsun.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.echonews.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T031500Z,echonews.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.cqnews.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T030000Z,cqnews.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.byronnews.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T030000Z,byronnews.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.goldcoastbulletin.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=17367a07651dcb58e7b46d7b0218b163-1514774771,20180101T030000Z,goldcoastbulletin.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.tweeddailynews.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T024500Z,tweeddailynews.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.warwickdailynews.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T024500Z,warwickdailynews.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.northernstar.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T021500Z,northernstar.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"For LGBTQ community , 2017 was a mixed bag",https://www.nbcnews.com/feature/nbc-out/queer-year-review-2017-was-mixed-bag-lgbtq-community-n831851?cid=public-rss_20180101,20180101T021500Z,nbcnews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Why 2017 marked a watershed for LGBTI people,https://www.sunshinecoastdaily.com.au/news/why-2017-marked-a-watershed-for-lgbti-people/3301340/,20180101T021500Z,sunshinecoastdaily.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.goldcoastbulletin.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=c1c4cc97778981d7e2c37687502ff5ff-1514770326,20180101T014500Z,goldcoastbulletin.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://chatnewstoday.ca/article/541725/top-stories-2017,20180101T014500Z,chatnewstoday.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.goldcoastbulletin.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=4d2230e3cd2627c3023c45c1a57eaf9c-1514768593,20180101T011500Z,goldcoastbulletin.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.heraldsun.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=cd43382ac94d86fcecf0fefc038eb64e-1514767717,20180101T010000Z,heraldsun.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.heraldsun.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=81bdb629292e26cbe022d32c199d59c7-1514764906,20180101T001500Z,heraldsun.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.heraldsun.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=775c98a1e70f0fa8b9940fe71b60094a-1514764037,20180101T000000Z,heraldsun.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"2017 was LGBTI people best year , Alex Greenwich",http://www.themercury.com.au/rendezview/why-2017-marked-a-watershed-for-lgbti-people/news-story/4f0244e5bf4c2fc2edf1dafbb20a0ab4?nk=4135c1d57e634a212af5b16c1726a4d9-1514764005,20180101T000000Z,themercury.com.au,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.ckom.com/2017/12/31/210741/,20171231T224500Z,ckom.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.cjme.com/syn/653/210741/210741/,20171231T204500Z,cjme.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,https://www.baytoday.ca/national/top-stories-of-2017-801460,20171231T204500Z,baytoday.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"For LGBTQ community , 2017 was a mixed bag",https://www.msn.com/en-us/news/us/for-lgbtq-community-2017-was-a-mixed-bag/ar-BBHzLaY,20171231T183000Z,msn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017 ,http://www.chroniclejournal.com/news/national/top-stories-of/article_a5f9a613-c407-5d6a-923a-899509d3e434.html,20171231T183000Z,chroniclejournal.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,https://www.cfjctoday.com/article/603351/top-stories-2017,20171231T171500Z,cfjctoday.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"For LGBTQ community , 2017 was a mixed bag",https://www.nbcnews.com/feature/nbc-out/queer-year-review-2017-was-mixed-bag-lgbtq-community-n831851,20171231T171500Z,nbcnews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.timescolonist.com/opinion/top-stories-of-2017-1.23133085,20171231T171500Z,timescolonist.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.cfjctoday.com/article/603351/top-stories-2017,20171231T171500Z,cfjctoday.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.news957.com/national/2017/12/31/top-stories-of-2017/,20171231T170000Z,news957.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,https://www.guelphtoday.com/national-news/top-stories-of-2017-801460,20171231T160000Z,guelphtoday.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://rdnewsnow.com/article/567109/top-stories-2017,20171231T160000Z,rdnewsnow.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://nanaimonewsnow.com/article/563606/top-stories-2017,20171231T160000Z,nanaimonewsnow.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,https://www.sootoday.com/national-news/top-stories-of-2017-801460,20171231T160000Z,sootoday.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017 ,https://www.thetelegram.com/news/regional/top-stories-of-2017-173680/,20171231T160000Z,thetelegram.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017 ,http://www.thetelegram.com/news/regional/top-stories-of-2017-173680/,20171231T150000Z,thetelegram.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,https://roundhouseradio.com/2017/12/31/top-stories-of-2017/,20171231T150000Z,roundhouseradio.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017 ,http://www.pentictonherald.ca/news/national_news/article_c9f2c452-dd97-5697-8802-8beea2df9957.html,20171231T141500Z,pentictonherald.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.1310news.com/2017/12/31/top-stories-of-2017/,20171231T123000Z,1310news.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017 › Medicine Hat News,http://medicinehatnews.com/news/national-news/2017/12/31/top-stories-of-2017/,20171231T120000Z,medicinehatnews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.680news.com/2017/12/31/top-stories-of-2017/,20171231T120000Z,680news.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.news1130.com/2017/12/31/top-stories-of-2017/,20171231T120000Z,news1130.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.660news.com/2017/12/31/top-stories-of-2017/,20171231T120000Z,660news.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
This is exactly how long it will take to win global LGBTI rights,https://www.gaystarnews.com/article/exactly-long-will-take-win-global-lgbti-rights/,20171231T114500Z,gaystarnews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,https://infotel.ca/newsitem/year-diary/cp995840596,20171231T110000Z,infotel.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.timescolonist.com/top-stories-of-2017-1.23133085,20171231T104500Z,timescolonist.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://toronto.citynews.ca/2017/12/31/top-stories-of-2017/,20171231T104500Z,toronto.citynews.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://thechronicleherald.ca/canada/1532933-top-stories-of-2017,20171231T104500Z,thechronicleherald.ca,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://lethbridgeherald.com/news/national-news/2017/12/31/top-stories-of-2017/,20171231T104500Z,lethbridgeherald.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://nationalpost.com/pmn/news-pmn/canada-news-pmn/top-stories-of-2017,20171231T104500Z,nationalpost.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Top stories of 2017,http://www.570news.com/2017/12/31/top-stories-of-2017/,20171231T104500Z,570news.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Journalist Arrested,https://wn.com/Journalist_Arrested,20171229T060000Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
North Korea Ships,https://wn.com/North_Korea_Ships,20171229T060000Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"House Passes Tax Bill , Sets Trump Up For Major Victory","https://wn.com/House_passes_tax_bill,_sets_Trump_up_for_major_victory",20171220T203000Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Alert Homeland Security Constitution Free Zone,https://wn.com/Alert_Homeland_Security_Constitution_free_zone,20171220T120000Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"New reason to fear Google , Facebook",http://mobile.wnd.com/2017/12/new-reason-to-fear-google-facebook/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
This day in WND history : Dem senator praises Osama bin Laden,http://mobile.wnd.com/2017/12/this-day-in-wnd-history-dem-senator-praises-osama-bin-laden/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"J . Edgar , call your office ! ",http://mobile.wnd.com/2017/12/j-edgar-call-your-office/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"A tax bill about growth , not envy",http://mobile.wnd.com/2017/12/a-tax-bill-about-growth-not-envy/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
D . C . pundit : 7 Trump triumphs GOP should cheer,http://mobile.wnd.com/2017/12/d-c-pundit-7-trump-triumphs-gop-should-cheer/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"Around the world , people celebrate Hanukkah",http://mobile.wnd.com/2017/12/around-the-world-people-celebrate-hanukkah/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Lock ’ em up ? Not so fast ! 1 key move could boost U . S . economy,http://mobile.wnd.com/2017/12/lock-em-up-not-so-fast-1-key-move-could-boost-u-s-economy/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
CNN hypes new kids ’ book about Santa ’ s husband,http://mobile.wnd.com/2017/12/cnn-hypes-new-kids-book-about-santas-husband/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Did Trump ’ s Jerusalem declaration fulfill Ben,http://mobile.wnd.com/2017/12/did-trumps-jerusalem-declaration-fulfill-ben-gurion-prophecy/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
EU commissioner sounds alarm on mass migration,http://mobile.wnd.com/2017/12/eu-commissioner-sounds-alarm-on-mass-migration/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Back to square 1 in Mideast,http://mobile.wnd.com/2017/12/back-to-square-1-in-mideast/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
The ultimate Christmas gift for feminists,http://mobile.wnd.com/2017/12/the-ultimate-christmas-gift-for-feminists/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Will the other list of Clinton ’ s victims now go public ? ,http://mobile.wnd.com/2017/12/will-the-other-list-of-clintons-victims-now-go-public/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Loving God with our minds,http://mobile.wnd.com/2017/12/loving-god-with-our-minds-a-tribute-to-r-c-sproul/,20171220T051500Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"Media love to blame Trump , Israel for ‘ growing Islamophobia ’ ",http://mobile.wnd.com/2017/12/media-love-to-blame-trump-israel-for-growing-islamophobia/,20171220T013000Z,mobile.wnd.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Violence Ratchets Up In Protests Over Us Jerusalem Move,https://wn.com/Violence_ratchets_up_in_protests_over_U.S._Jerusalem_move,20171215T180000Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
A Woman From New York Could Spend 90 Years In Prison For Allegedly Sending Bitcoin To Isis,https://wn.com/A_woman_from_New_York_could_spend_90_years_in_prison_for_allegedly_sending_bitcoin_to_ISIS,20171215T121500Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
K & C,http://www.weei.com/media/audio-channel/kc-more-shoddy-journalism-boston-globe-plans-are-place-chris-curtis-christmas-12,20171214T151500Z,weei.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
"Trump ’ s presidency , hurricanes , sexual harassment : news from 2017",http://nationalpost.com/pmn/news-pmn/canada-news-pmn/trumps-presidency-hurricanes-sexual-harassment-news-from-2017,20171211T204500Z,nationalpost.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Religious homophobic hypocrisy,http://newsday.co.tt/2017/12/09/religious-homophobic-hypocrisy/,20171210T073000Z,newsday.co.tt,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
219,http://www.windycitymediagroup.com/lgbt/Net-Neutrality-is-worth-fighting-for-now/61319.html,20171209T000000Z,windycitymediagroup.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Ex,https://wn.com/Ex-cop_sentenced_for_shooting_death_of_Walter_Scott,20171208T204500Z,wn.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Page not found,https://www.naturalnews.com/2017-12-08-wintrich-years-ago-my-grandfather-fought-the-nazis-ill-keep-honoring-him-by-fighting-the-new-nazis-progressives.html,20171208T184500Z,naturalnews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Page not found,https://www.naturalnews.com/2017-12-08-good-fats-found-to-inhibit-growth-of-bad-bacteria-in-the-gut-new-research-gets-closer-to-understanding-how-diet-can-relieve-crohns-disease.html,20171208T184500Z,naturalnews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Florida man sentenced to 15 years in prison for using bacon in hate crime,https://www.aol.com/article/news/2017/12/06/florida-man-sentenced-to-15-years-in-prison-for-using-bacon-in-h/23299285/,20171208T133000Z,aol.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Same,http://www.merinews.com/article/same-sex-marriages-legalized-in-australia/15928165.shtml,20171208T091500Z,merinews.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
Holiday Treats for Australian Readers,https://www.nytimes.com/2017/12/07/world/australia/holiday-treats-for-australian-readers.html,20171207T234500Z,nytimes.com,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
" # AM _ Equality Tipsheet : December 7 , 2017",http://www.hrc.org/blog/am-equality-tipsheet-december-7-2017,20171207T180000Z,hrc.org,2017,"""hate crime"" AND (LGBTIQ OR LGBT OR gay OR lesbian OR transgender) AND Australia"
